"","X","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"12033",136082,"Michael Thomas","Miami Dolphins","mia",2017,16,3,7,"knee notinjuryrelated",9,16,"DEF",NA,NA,NA,71,195,"1990-03-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"12034",136097,"Laremy Tunsil","Miami Dolphins","mia",2017,16,1,3,"knee illness ankle",7,16,"OL",2016,1,13,77,313,"1994-08-02",5.23,NA,NA,NA,77,310,NA,NA,1,0,0,0,0,0,0,1,1
"12035",136112,"Alterraun Verner","Miami Dolphins","mia",2017,16,1,2,"hamstring",3,16,"DEF",2010,4,104,70,187,"1988-12-13",4.52,6.7,11,116,70,189,4.12,32,1,0,0,0,0,0,0,1,0
"12036",136128,"Cameron Wake","Miami Dolphins","mia",2017,16,0,1,"illness",16,16,"DEF",NA,NA,NA,75,263,"1982-01-30",4.65,7.12,20,130,75,236,4.11,45.5,1,0,0,0,0,0,0,0,0
"12037",136139,"Damien Williams","Miami Dolphins","mia",2017,16,5,7,"rib illness shoulder",2,16,"RB",NA,NA,NA,71,225,"1992-04-03",4.45,7.37,16,121,71,222,4.25,35.5,1,0,1,1,0,0,0,0,0
"12038",136140,"Avery Young","Miami Dolphins","mia",2017,16,16,16,"undisclosed",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"12039",136156,"Mackensie Alexander","Minnesota Vikings","min",2017,18,2,5,"hip ribs rib",7,18,"DEF",2016,2,54,70,192,"1993-11-12",4.43,NA,11,NA,70,190,NA,NA,0,0,0,2,1,0,0,0,0
"12040",136174,"Anthony Barr","Minnesota Vikings","min",2017,18,0,1,"hamstring",2,2,"OL",2014,1,9,77,257,"1992-03-18",4.66,6.82,15,119,77,255,4.19,34.5,1,0,0,0,0,0,0,1,0
"12041",136187,"Blake Bell","Minnesota Vikings","min",2017,18,5,5,"shoulder",14,18,"TE",2015,4,117,78,260,"1991-08-07",4.8,6.85,14,116,78,252,4.32,33,1,0,1,0,0,0,0,0,0
"12042",136189,"Sam Bradford","Minnesota Vikings","min",2017,18,16,17,"knee",2,18,"QB",2010,1,1,76,224,"1987-11-08",4.79,0,0,0,76,236,0,0,1,0,0,0,0,0,0,1,0
"12043",136190,"Teddy Bridgewater","Minnesota Vikings","min",2017,18,17,17,"knee",1,18,"QB",2014,1,32,74,215,"1992-11-10",NA,7.17,NA,113,74,214,4.2,30,0,0,0,0,0,0,0,1,0
"12044",136203,"Tramaine Brock","Minnesota Vikings","min",2017,18,4,4,"groin  hamstring foot",1,16,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1
"12045",136207,"Dalvin Cook","Minnesota Vikings","min",2017,18,14,14,"knee",5,18,"RB",2017,2,41,70,210,"1995-08-10",4.49,7.27,22,116,70,210,4.53,30.5,1,0,0,0,0,0,0,1,0
"12046",136223,"Stefon Diggs","Minnesota Vikings","min",2017,18,2,3,"groin",6,8,"WR",2015,5,146,72,191,"1993-11-29",4.46,7.03,NA,115,72,195,4.32,35,1,0,0,0,0,0,0,1,0
"12047",136235,"Nick Easton","Minnesota Vikings","min",2017,18,6,6,"calf ankle",6,18,"OL",NA,NA,NA,75,303,"1992-06-16",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1
"12048",136251,"Pat Elflein","Minnesota Vikings","min",2017,18,2,2,"shoulder",13,16,"OL",2017,3,70,75,303,"1994-07-06",5.32,7.94,22,99,75,303,4.71,23.5,1,0,1,0,0,0,0,0,0
"12049",136264,"Michael Floyd","Minnesota Vikings","min",2017,18,1,2,"hamstring",7,8,"WR",2012,1,13,75,220,"1989-11-27",4.4,0,16,122,75,220,0,36.5,0,0,0,0,0,0,0,1,0
"12050",136265,"Sharrif Floyd","Minnesota Vikings","min",2017,18,18,18,"knee",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12051",136282,"Everson Griffen","Minnesota Vikings","min",2017,18,1,2,"foot",9,10,"DEF",2010,4,100,75,273,"1987-12-22",4.65,NA,32,NA,75,273,NA,NA,1,0,0,0,0,0,0,0,1
"12052",136300,"Anthony Harris","Minnesota Vikings","min",2017,18,0,1,"hamstring",9,9,"DEF",NA,NA,NA,73,202,"1991-10-09",4.56,NA,NA,NA,73,183,NA,NA,0,0,0,0,0,0,0,1,0
"12053",136313,"Rashod Hill","Minnesota Vikings","min",2017,18,2,2,"knee",4,5,"OL",NA,NA,NA,78,310,"1992-01-12",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"12054",136314,"Datone Jones","Minnesota Vikings","min",2017,18,13,13,"shoulder",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
"12055",136331,"Jayron Kearse","Minnesota Vikings","min",2017,18,1,1,"groin",5,5,"DEF",2016,7,244,76,215,"1994-02-11",4.62,7.06,16,124,76,216,NA,31.5,0,0,0,0,0,0,0,1,0
"12056",136349,"Eric Kendricks","Minnesota Vikings","min",2017,18,0,1,"hip",12,12,"DEF",2015,2,45,72,232,"1992-02-29",4.61,NA,19,124,72,232,NA,38,1,0,0,0,1,0,0,0,0
"12057",136367,"Emmanuel Lamur","Minnesota Vikings","min",2017,18,0,1,"foot",14,14,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"12058",136382,"Kevin McDermott","Minnesota Vikings","min",2017,18,3,3,"shoulder",16,18,"OL",NA,NA,NA,77,240,"1990-01-12",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
"12059",136399,"David Morgan","Minnesota Vikings","min",2017,18,1,1,"concussion",13,13,"TE",2016,6,188,76,265,"1993-05-19",0,0,0,0,76,262,0,0,1,1,0,0,0,0,0,0,0
"12060",136417,"Terence Newman","Minnesota Vikings","min",2017,18,0,1,"foot",17,17,"DEF",2003,1,5,70,197,"1978-09-04",4.37,6.88,0,136,70,189,3.83,41,1,0,0,0,0,0,0,0,1
"12061",136434,"Riley Reiff","Minnesota Vikings","min",2017,18,1,4,"ankle knee",7,15,"OL",2012,1,23,77,313,"1988-12-01",5.16,7.87,23,98,78,313,4.75,26.5,1,0,0,0,0,0,0,1,1
"12062",136447,"Mike Remmers","Minnesota Vikings","min",2017,18,5,5,"concussion back",9,13,"OL",NA,NA,NA,77,301,"1989-04-11",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0
"12063",136465,"Xavier Rhodes","Minnesota Vikings","min",2017,18,0,1,"hip",2,2,"DEF",2013,1,25,73,218,"1990-06-19",4.43,NA,14,132,73,210,NA,40.5,1,0,0,0,1,0,0,0,0
"12064",136482,"Brian Robison","Minnesota Vikings","min",2017,18,1,2,"back",10,11,"DEF",2007,4,102,75,259,"1983-04-27",4.67,6.89,27,121,75,259,4.26,40.5,0,0,0,1,0,0,0,0,0
"12065",136500,"Kyle Rudolph","Minnesota Vikings","min",2017,18,0,1,"ankle",14,14,"TE",2011,2,43,78,265,"1989-11-09",4.83,NA,NA,NA,78,259,NA,NA,1,0,0,0,0,0,0,0,1
"12066",136501,"Bishop Sankey","Minnesota Vikings","min",2017,18,18,18,"knee",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12067",136516,"Andrew Sendejo","Minnesota Vikings","min",2017,18,2,5,"groin ankle concussion",6,18,"DEF",NA,NA,NA,73,210,"1987-09-09",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1
"12068",136532,"Jeremiah Sirles","Minnesota Vikings","min",2017,18,2,2,"knee",8,9,"OL",NA,NA,NA,78,315,"1991-08-08",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"12069",136548,"Shamar Stephen","Minnesota Vikings","min",2017,18,2,2,"ankle knee",16,18,"DEF",2014,7,220,77,310,"1991-02-25",5.25,NA,25,103,77,309,NA,30.5,0,0,0,0,0,0,0,1,1
"12070",136566,"Adam Thielen","Minnesota Vikings","min",2017,18,0,1,"back",18,18,"WR",NA,NA,NA,74,200,"1990-08-22",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0
"12071",136583,"Stephen Weatherly","Minnesota Vikings","min",2017,18,1,2,"knee",8,9,"OL",2016,7,227,77,262,"1994-03-19",4.61,NA,23,117,76,267,NA,31,0,0,0,0,0,0,0,1,0
"12072",136601,"Danny Amendola","New England Patriots","nwe",2017,19,1,6,"concussion knee",2,11,"WR",NA,NA,NA,71,185,"1985-11-02",4.58,6.81,13,103,70,183,4.25,27.5,0,1,0,0,0,0,0,1,0
"12073",136618,"David Andrews","New England Patriots","nwe",2017,19,2,3,"illness",10,12,"OL",NA,NA,NA,75,300,"1992-07-10",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
"12074",136636,"Johnson Bademosi","New England Patriots","nwe",2017,19,0,1,"abdomen",7,7,"DEF",NA,NA,NA,72,219,"1990-07-23",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
"12075",136638,"Martellus Bennett","New England Patriots","nwe",2017,19,9,11,"shoulder",9,19,"TE",2008,2,61,78,275,"1987-03-10",4.68,7.64,18,118,78,259,4.53,34,0,0,1,0,0,0,0,0,0
"12076",136657,"Brandon Bolden","New England Patriots","nwe",2017,19,0,1,"groin",15,15,"RB",NA,NA,NA,71,220,"1990-01-26",4.55,6.96,21,119,71,222,4.44,38,0,0,0,0,0,0,0,1,0
"12077",136676,"Tom Brady","New England Patriots","nwe",2017,19,0,1,"righthand",18,18,"QB",2000,6,199,76,225,"1977-08-03",5.28,7.2,NA,99,76,211,4.38,24.5,1,0,0,0,0,0,1,0,0
"12078",136688,"Alan Branch","New England Patriots","nwe",2017,19,7,7,"conditioning knee",5,19,"DEF",2007,2,33,78,350,"1984-12-29",5.07,0,33,107,78,324,0,27.5,1,0,0,0,0,0,0,1,0
"12079",136704,"Malcom Brown","New England Patriots","nwe",2017,19,3,4,"ankle",8,11,"DEF",2015,1,32,74,320,"1994-02-02",5.05,7.84,26,98,74,319,4.59,29.5,1,0,0,0,0,0,0,0,1
"12080",136716,"Rex Burkhead","New England Patriots","nwe",2017,19,7,8,"ribs knee",3,18,"RB",2013,6,190,70,215,"1990-07-02",4.73,6.85,21,125,70,214,4.09,39,0,0,0,1,0,0,0,1,0
"12081",136723,"Marcus Cannon","New England Patriots","nwe",2017,19,12,16,"ankle",2,19,"OL",2011,5,138,78,335,"1988-05-06",5.26,8.07,33,105,77,358,4.97,30.5,1,0,0,0,0,0,0,0,1
"12082",136742,"Patrick Chung","New England Patriots","nwe",2017,19,0,1,"ankle",11,11,"DEF",2009,2,34,71,215,"1987-08-19",4.49,NA,25,119,71,212,NA,34,1,0,0,0,0,0,0,0,1
"12083",136743,"Keionta Davis","New England Patriots","nwe",2017,19,19,19,"neck",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"12084",136760,"Phillip Dorsett","New England Patriots","nwe",2017,19,0,1,"knee",3,3,"WR",2015,1,29,70,192,"1993-01-05",4.33,6.7,13,122,70,185,4.11,37,0,0,0,0,0,0,0,1,0
"12085",136769,"Nate Ebner","New England Patriots","nwe",2017,19,10,11,"shoulder  knee",1,19,"DEF",2012,6,197,72,215,"1988-12-14",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0
"12086",136770,"Julian Edelman","New England Patriots","nwe",2017,19,19,19,"knee",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12087",136771,"Chase Farris","New England Patriots","nwe",2017,19,19,19,"achilles",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"12088",136786,"Cameron Fleming","New England Patriots","nwe",2017,19,1,1,"ankle",1,1,"OL",2014,4,140,78,325,"1992-09-03",5.28,8.24,26,97,77,323,5,23.5,1,0,0,0,0,0,0,0,1
"12089",136805,"Marquis Flowers","New England Patriots","nwe",2017,19,0,3,"knee illness",12,17,"OL",2014,6,212,74,245,"1992-02-16",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"12090",136822,"Trey Flowers","New England Patriots","nwe",2017,19,2,3,"rib",12,14,"DEF",2015,4,101,74,265,"1993-08-16",4.93,7.34,28,121,74,266,4.4,36.5,1,0,0,1,0,0,0,0,0
"12091",136823,"Antonio Garcia","New England Patriots","nwe",2017,19,19,19,"illness",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"12092",136832,"Mike Gillislee","New England Patriots","nwe",2017,19,4,4,"illness knee",13,18,"RB",2013,5,164,71,210,"1990-11-01",4.55,7.12,15,119,71,208,4.4,30.5,0,0,0,0,0,0,0,1,0
"12093",136848,"Stephon Gilmore","New England Patriots","nwe",2017,19,2,7,"groin ankle concussion",3,14,"DEF",2012,1,10,73,202,"1990-09-19",4.38,6.61,15,123,72,190,3.94,36,1,1,0,0,0,0,0,1,1
"12094",136865,"Rob Gronkowski","New England Patriots","nwe",2017,19,1,2,"groin thigh",3,5,"TE",2010,2,42,78,265,"1989-05-14",4.68,NA,23,NA,78,264,NA,NA,1,0,0,0,0,0,0,2,0
"12095",136884,"Lawrence Guy","New England Patriots","nwe",2017,19,0,1,"chest",8,8,"DEF",2011,7,233,76,315,"1990-03-17",4.96,7.6,28,NA,76,305,4.43,29,1,0,0,1,0,0,0,0,0
"12096",136894,"David Harris","New England Patriots","nwe",2017,19,0,1,"ankle",14,14,"DEF",2007,2,47,74,250,"1984-01-21",4.59,7.25,23,107,74,243,4.29,33,1,0,0,0,0,0,0,0,1
"12097",136899,"Dont'a Hightower","New England Patriots","nwe",2017,19,14,16,"knee pectoral",2,19,"DEF",2012,1,25,75,260,"1990-03-12",4.62,NA,NA,NA,74,265,NA,32,1,0,0,1,0,0,0,1,0
"12098",136911,"Chris Hogan","New England Patriots","nwe",2017,19,7,9,"knee shoulder",3,16,"WR",NA,NA,NA,73,210,"1987-10-24",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0
"12099",136927,"Jacob Hollister","New England Patriots","nwe",2017,19,0,1,"chest",7,7,"TE",NA,NA,NA,76,239,"1993-11-18",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
"12100",136928,"Andrew Jelks","New England Patriots","nwe",2017,19,19,19,"knee",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12101",136929,"Cyrus Jones","New England Patriots","nwe",2017,19,19,19,"knee",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12102",136946,"Jonathan Jones","New England Patriots","nwe",2017,19,2,2,"foot",18,19,"DEF",NA,NA,NA,70,190,"1993-09-20",4.33,7.25,19,123,69,186,4.25,36,0,0,0,0,0,0,0,0,1
"12103",136962,"Brandon King","New England Patriots","nwe",2017,19,3,5,"hamstring",4,15,"DEF",NA,NA,NA,74,220,"1993-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"12104",136963,"Harvey Langi","New England Patriots","nwe",2017,19,14,14,"back",6,19,"DEF",NA,NA,NA,74,250,"1992-09-24",NA,7,23,118,74,251,4.32,33,0,0,0,1,0,0,0,0,0
"12105",136972,"Eric Lee","New England Patriots","nwe",2017,19,0,4,"ankle",14,17,"DEF",NA,NA,NA,75,255,"1994-08-06",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"12106",136973,"Matt Lengel","New England Patriots","nwe",2017,19,18,18,"hip",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0
"12107",136992,"Dion Lewis","New England Patriots","nwe",2017,19,0,1,"illness",13,13,"RB",2011,5,149,68,195,"1990-09-27",4.56,6.9,17,112,67,193,4.18,34.5,1,0,0,0,0,0,0,0,0
"12108",137001,"Cassius Marsh","New England Patriots","nwe",2017,19,1,3,"shoulder",8,10,"DEF",2014,4,108,76,254,"1992-07-07",4.89,7.08,14,108,76,252,4.25,32,0,0,1,0,0,0,0,0,0
"12109",137002,"Shea McClellin","New England Patriots","nwe",2017,19,19,19,"concussion",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"12110",137021,"Devin McCourty","New England Patriots","nwe",2017,19,0,2,"groin shoulder",2,16,"DEF",2010,1,27,70,195,"1987-08-13",4.38,6.7,16,126,71,193,4.07,36,1,0,1,0,0,0,0,1,0
"12111",137022,"Malcolm Mitchell","New England Patriots","nwe",2017,19,19,19,"knee",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12112",137028,"Trevor Reilly","New England Patriots","nwe",2017,19,1,1,"concussion",12,12,"OL",2014,7,233,77,240,"1988-01-17",4.67,0,26,0,77,245,0,0,0,1,0,0,0,0,0,0,0
"12113",137029,"Derek Rivers","New England Patriots","nwe",2017,19,19,19,"knee",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12114",137047,"Elandon Roberts","New England Patriots","nwe",2017,19,1,4,"thumb ankle",3,8,"DEF",2016,6,214,73,238,"1994-04-22",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1
"12115",137058,"Eric Rowe","New England Patriots","nwe",2017,19,8,11,"groin",3,13,"DEF",2015,2,47,73,205,"1992-10-03",4.45,6.7,19,125,73,205,3.97,39,1,0,0,0,0,0,0,1,0
"12116",137070,"Matthew Slater","New England Patriots","nwe",2017,19,7,12,"hamstring",1,16,"WR",2008,5,153,72,205,"1985-09-09",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"12117",137071,"Vincent Valentine","New England Patriots","nwe",2017,19,19,19,"knee",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12118",137087,"Kyle Van Noy","New England Patriots","nwe",2017,19,3,5,"calf",12,16,"OL",2014,2,40,75,250,"1991-03-26",4.71,7.22,21,112,75,243,4.2,32.5,1,0,0,0,0,0,0,1,0
"12119",137101,"LaAdrian Waddle","New England Patriots","nwe",2017,19,2,6,"ankle knee",12,18,"OL",NA,NA,NA,78,315,"1991-07-21",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1
"12120",137118,"James White","New England Patriots","nwe",2017,19,2,3,"ankle",15,17,"RB",2014,4,130,70,205,"1992-02-03",4.57,7.05,23,114,69,204,4.2,32,0,0,0,0,0,0,0,0,1
"12121",137119,"Stephone Anthony","New Orleans Saints","nor",2017,18,2,2,"ankle",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"12122",137123,"Alex Anzalone","New Orleans Saints","nor",2017,18,14,14,"shoulder",5,18,"OL",2017,3,76,75,237,"1994-09-22",4.63,6.88,16,116,75,241,4.25,30.5,1,0,1,0,0,0,0,0,0
"12123",137135,"Terron Armstead","New Orleans Saints","nor",2017,18,6,11,"shoulder  chest thigh",1,17,"OL",2013,3,75,77,304,"1991-07-23",4.71,7.62,31,112,77,306,4.72,34.5,1,0,1,1,0,0,0,1,0
"12124",137136,"Dan Arnold","New Orleans Saints","nor",2017,18,18,18,"undisclosed",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"12125",137137,"Bryan Braman","New Orleans Saints","nor",2017,18,16,16,"undisclosed",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"12126",137138,"Delvin Breaux","New Orleans Saints","nor",2017,18,18,18,"leg",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12127",137155,"Brandon Coleman","New Orleans Saints","nor",2017,18,1,1,"neck",18,18,"WR",NA,NA,NA,78,225,"1992-06-22",4.56,7.33,21,0,78,225,4.51,32.5,1,1,0,0,0,0,0,0,0
"12128",137170,"Ken Crawley","New Orleans Saints","nor",2017,18,1,1,"abdomen",11,11,"DEF",NA,NA,NA,73,180,"1993-02-08",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0
"12129",137171,"Jon Dorenbos","New Orleans Saints","nor",2017,18,18,18,"heart",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
"12130",137172,"Dannell Ellerbe","New Orleans Saints","nor",2017,18,16,16,"foot",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"12131",137173,"Nick Fairley","New Orleans Saints","nor",2017,18,18,18,"heart",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
"12132",137184,"Coby Fleener","New Orleans Saints","nor",2017,18,7,7,"concussion",12,18,"TE",2012,2,34,78,251,"1988-09-20",4.51,0,27,0,78,247,0,0,0,1,0,0,0,0,0,0,0
"12133",137185,"Corey Fuller","New Orleans Saints","nor",2017,18,18,18,"undisclosed",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"12134",137186,"Ted Ginn","New Orleans Saints","nor",2017,18,1,1,"rib",14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
"12135",137189,"Garrett Griffin","New Orleans Saints","nor",2017,18,3,3,"foot",15,18,"TE",NA,NA,NA,76,240,"1994-03-04",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"12136",137190,"Clay Harbor","New Orleans Saints","nor",2017,18,18,18,"undisclosed",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"12137",137191,"Ben Heeney","New Orleans Saints","nor",2017,18,1,1,"knee",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12138",137198,"Taysom Hill","New Orleans Saints","nor",2017,18,0,1,"illness",18,18,"QB",NA,NA,NA,74,221,"1990-08-23",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"12139",137214,"Michael Hoomanawanui","New Orleans Saints","nor",2017,18,2,2,"concussion",15,16,"TE",2010,5,132,76,265,"1988-07-04",4.77,0,25,0,76,264,0,0,1,1,0,0,0,0,0,0,0
"12140",137222,"John Hughes","New Orleans Saints","nor",2017,18,3,3,"bicep",16,18,"DEF",2012,3,87,74,320,"1988-04-27",5.32,0,28,0,74,309,0,0,0,0,0,0,0,1,0,0,0
"12141",137240,"Mark Ingram","New Orleans Saints","nor",2017,18,0,1,"toe",13,13,"RB",2011,1,28,69,215,"1989-12-21",4.62,7.13,21,118,69,215,4.62,31.5,1,0,0,0,0,0,0,0,1
"12142",137252,"Hau'oli Kikaha","New Orleans Saints","nor",2017,18,3,3,"ankle",16,18,"OL",2015,2,44,75,246,"1992-07-24",4.93,0,0,0,74,253,0,0,1,0,0,0,0,0,0,0,1
"12143",137264,"A.J. Klein","New Orleans Saints","nor",2017,18,6,6,"ankle groin",10,18,"DEF",2013,5,148,73,240,"1991-07-30",4.66,NA,20,113,73,250,NA,NA,1,0,0,0,0,0,0,1,1
"12144",137266,"John Kuhn","New Orleans Saints","nor",2017,18,15,15,"bicep",4,18,"RB",NA,NA,NA,72,250,"1982-09-09",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0
"12145",137269,"Daniel Lasco","New Orleans Saints","nor",2017,18,9,9,"spine",10,18,"RB",2016,7,237,73,205,"1992-10-09",4.46,7.22,23,135,72,209,4.26,41.5,0,0,0,1,0,0,0,0,0
"12146",137284,"Marshon Lattimore","New Orleans Saints","nor",2017,18,3,4,"concussion ankle",3,13,"DEF",2017,1,11,72,192,"1996-05-20",4.36,NA,NA,132,72,193,NA,38.5,1,1,0,0,0,0,0,0,1
"12147",137285,"DeMarcus Lawrence","New Orleans Saints","nor",2017,18,8,8,"knee",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12148",137286,"Devaroe Lawrence","New Orleans Saints","nor",2017,18,18,18,"knee",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"12149",137288,"Mitchell Loewen","New Orleans Saints","nor",2017,18,16,16,"ankle",3,18,"DEF",NA,NA,NA,77,285,"1993-02-14",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"12150",137301,"Michael Mauti","New Orleans Saints","nor",2017,18,0,1,"illness",18,18,"OL",2013,7,213,74,243,"1990-01-19",4.83,0,28,0,74,243,0,0,0,0,0,0,0,0,0,0,0
"12151",137303,"Tony McDaniel","New Orleans Saints","nor",2017,18,1,1,"leg",18,18,"DEF",NA,NA,NA,79,305,"1985-01-20",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"12152",137311,"Sterling Moore","New Orleans Saints","nor",2017,18,2,2,"chest",3,4,"DEF",NA,NA,NA,69,200,"1990-02-03",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
"12153",137321,"Alex Okafor","New Orleans Saints","nor",2017,18,8,8,"achilles",11,18,"DEF",2013,4,103,76,261,"1991-02-08",4.78,NA,21,NA,76,264,NA,NA,1,0,0,0,0,0,0,0,1
"12154",137322,"David Parry","New Orleans Saints","nor",2017,18,15,15,"ankle",4,18,"DEF",2015,5,151,74,315,"1992-03-07",5.38,0,34,103,73,308,0,29,0,0,0,0,0,0,0,0,1
"12155",137338,"Andrus Peat","New Orleans Saints","nor",2017,18,2,4,"hip groin shin",5,18,"OL",2015,1,13,79,316,"1993-11-04",5.18,8.01,NA,105,79,313,4.62,31,1,0,0,0,1,0,0,2,0
"12156",137339,"John Phillips","New Orleans Saints","nor",2017,18,17,17,"appendix",1,18,"TE",2009,6,208,77,251,"1987-06-11",4.78,6.84,20,112,77,251,4.27,33.5,0,0,0,1,0,0,0,0,0
