"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","short_team_name","injury","total_injuries","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","age","bmi"
"Evander Hood","Washington Football Team","was",2017,16,1,1,"elbow",16,16,0,0,0,0,1,0,0,0,"Washington Football Team","1",1,"DEF",2009,1,32,75,305,"1987-02-16",4.83,7.5,34,108,75,300,4.55,33,1,30,38.1182222222222
"Dustin Hopkins","Washington Football Team","was",2017,16,8,8,"hip",6,13,0,0,0,1,0,0,0,0,"Washington Football Team","1",1,"K",2013,6,177,74,205,"1990-10-01",4.74,NA,NA,116,74,193,NA,33.5,0,27,26.3175675675676
"Matthew Ioannidis","Washington Football Team","was",2017,16,5,2,"hand",8,12,0,0,0,0,0,1,0,0,"Washington Football Team","1",1,"DEF",2016,5,152,75,310,"1994-01-11",5.03,7.78,32,108,75,299,4.71,28,1,23,38.7431111111111
"Arthur Jones","Washington Football Team","was",2017,16,8,8,"shoulder",9,16,0,1,0,0,0,0,0,0,"Washington Football Team","1",1,"DEF",2010,5,157,75,301,"1986-06-30",5.04,0,0,0,75,301,0,0,0,31,37.6183111111111
"Robert Kelley","Washington Football Team","was",2017,16,12,9,"rib ankle",3,16,0,0,1,0,0,0,0,1,"Washington Football Team","1",2,"RB",NA,NA,NA,72,229,"1992-10-03",NA,NA,NA,NA,NA,NA,NA,NA,1,25,31.0545910493827
"Ryan Kerrigan","Washington Football Team","was",2017,16,1,0,"calf",16,16,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"DEF",2011,1,16,76,267,"1988-08-16",4.67,7.18,31,122,76,267,4.39,33.5,1,29,32.4967105263158
"Anthony Lanier","Washington Football Team","was",2017,16,2,0,"knee",10,11,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"DEF",NA,NA,NA,78,285,"1993-05-08",NA,NA,NA,NA,NA,NA,NA,NA,1,24,32.931459566075
"Shawn Lauvao","Washington Football Team","was",2017,16,9,7,"stinger neck",8,16,2,0,0,0,0,0,0,0,"Washington Football Team","1",2,"OL",2010,3,92,75,308,"1987-10-26",5.22,7.56,33,101,75,315,4.51,26.5,1,30,38.4931555555556
"Spencer Long","Washington Football Team","was",2017,16,11,9,"knee  flexor",1,16,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"OL",2014,3,78,77,318,"1990-11-08",5.16,NA,NA,NA,77,320,NA,NA,0,27,37.7051779389442
"Byron Marshall","Washington Football Team","was",2017,16,3,3,"hamstring",14,16,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"RB",NA,NA,NA,69,225,"1994-02-13",4.42,0,17,0,69,201,0,0,0,23,33.2230623818526
"Terrell McClain","Washington Football Team","was",2017,16,6,4,"toe",11,16,0,0,0,0,0,0,0,1,"Washington Football Team","1",1,"DEF",2011,3,65,74,300,"1988-07-20",4.98,7.48,29,104,74,297,4.56,28,0,29,38.5135135135135
"Stefan McClure","Washington Football Team","was",2017,16,11,9,"knee hamstring",6,16,0,0,0,0,0,0,2,0,"Washington Football Team","1",2,"DEF",NA,NA,NA,70,205,"1993-01-31",NA,NA,NA,NA,NA,NA,NA,NA,0,24,29.4112244897959
"Fabian Moreau","Washington Football Team","was",2017,16,1,0,"hamstring",7,7,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"DEF",2017,3,81,72,204,"1994-04-09",4.35,6.94,NA,136,72,206,4.12,38,0,23,27.6643518518519
"Morgan Moses","Washington Football Team","was",2017,16,7,0,"ankle eye knee illness",7,15,1,0,0,0,0,0,1,1,"Washington Football Team","1",3,"OL",2014,3,66,78,318,"1991-03-03",5.35,7.93,NA,106,78,314,4.95,21.5,1,26,36.7445759368836
"Montae Nicholson","Washington Football Team","was",2017,16,10,8,"shoulder concussion",3,16,1,1,0,0,0,0,0,0,"Washington Football Team","1",2,"DEF",2017,4,123,74,212,"1995-12-04",4.42,NA,NA,125,74,212,NA,35,1,22,27.2162162162162
"Josh Norman","Washington Football Team","was",2017,16,4,2,"shoulder rib",3,7,0,1,1,0,0,0,0,0,"Washington Football Team","1",2,"DEF",2012,5,143,72,200,"1987-12-15",4.61,7.09,14,124,72,197,4.23,33,1,29,27.1219135802469
"Ty Nsekhe","Washington Football Team","was",2017,16,9,5,"coremuscle",4,12,0,0,1,0,0,0,0,0,"Washington Football Team","1",1,"OL",NA,NA,NA,80,325,"1985-10-27",NA,NA,NA,NA,NA,NA,NA,NA,1,32,35.69921875
"Niles Paul","Washington Football Team","was",2017,16,3,2,"concussion",8,10,1,0,0,0,0,0,0,0,"Washington Football Team","1",1,"WR",2011,5,155,73,242,"1989-08-09",4.45,6.9,24,117,73,224,4.14,34.5,1,28,31.9245637080128
"Samaje Perine","Washington Football Team","was",2017,16,2,0,"finger groin",11,15,0,0,0,0,0,1,1,0,"Washington Football Team","1",2,"RB",2017,4,114,71,240,"1995-09-16",4.65,7.26,30,116,71,233,4.37,33,1,22,33.4695496925213
"Terrelle Pryor","Washington Football Team","was",2017,16,7,7,"ankle",10,16,0,0,0,0,0,0,0,1,"Washington Football Team","1",1,"QB",2011,3,1,76,228,"1989-06-20",NA,NA,NA,NA,NA,NA,NA,NA,0,28,27.75
"Brian Quick","Washington Football Team","was",2017,16,2,2,"concussion",9,10,1,0,0,0,0,0,0,0,"Washington Football Team","1",1,"WR",2012,2,33,75,215,"1989-06-05",4.5,7.1,15,119,75,220,4.23,34,0,28,26.8702222222222
"Jordan Reed","Washington Football Team","was",2017,16,11,10,"rib hamstring",3,16,0,0,1,0,0,0,1,0,"Washington Football Team","1",2,"TE",2013,3,85,74,242,"1990-07-03",4.72,NA,16,NA,74,236,NA,NA,1,27,31.0675675675676
"Chase Roullier","Washington Football Team","was",2017,16,4,3,"hand",11,14,0,0,0,0,0,1,0,0,"Washington Football Team","1",1,"OL",2017,6,199,76,312,"1993-08-23",5.54,7.6,19,97,76,312,4.47,26.5,1,24,37.9736842105263
"Brandon Scherff","Washington Football Team","was",2017,16,6,2,"knee",7,12,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"OL",2015,1,5,77,315,"1991-12-26",5.05,NA,23,NA,77,319,NA,NA,1,25,37.3494687131051
"Preston Smith","Washington Football Team","was",2017,16,1,0,"groin",7,7,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"DEF",2015,2,38,77,265,"1992-11-17",4.74,7.07,24,121,77,271,4.28,34,1,25,31.4209816157868
"Martrell Spaight","Washington Football Team","was",2017,16,5,1,"shoulder ankle illness",8,16,0,1,0,0,0,0,0,1,"Washington Football Team","1",2,"OL",2015,5,141,72,243,"1993-08-05",4.81,7.66,25,120,72,236,0,35,1,24,32.953125
"D.J. Swearinger","Washington Football Team","was",2017,16,1,0,"hamstring",4,4,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"DEF",2013,2,57,70,205,"1991-09-01",4.67,6.7,17,124,70,208,4.11,37,1,26,29.4112244897959
"Chris Thompson","Washington Football Team","was",2017,16,6,6,"leg",11,16,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"RB",2013,5,154,68,195,"1990-10-20",4.42,NA,21,NA,67,192,NA,NA,0,27,29.6464100346021
"Trent Williams","Washington Football Team","was",2017,16,12,6,"knee",5,16,0,0,0,0,0,0,1,0,"Washington Football Team","1",1,"OL",2010,1,4,77,320,"1988-07-19",4.81,7.64,23,113,77,315,4.63,34.5,1,29,37.9423174228369
"Thurston Armbrister","Arizona Cardinals","crd",2018,16,3,3,"hamstring",14,16,0,0,0,0,0,0,1,0,"ARI","1",1,"DEF",NA,NA,NA,74,239,"1992-12-25",NA,NA,NA,NA,NA,NA,NA,NA,0,25,30.6824324324324
"Budda Baker","Arizona Cardinals","crd",2018,16,6,2,"foot knee",9,14,0,0,0,0,0,0,1,1,"ARI","1",2,"DEF",2017,2,36,70,195,"1996-01-10",4.45,6.76,15,115,70,195,4.08,32.5,1,22,27.9765306122449
"Bene Benwikere","Arizona Cardinals","crd",2018,16,1,0,"neck",5,5,1,0,0,0,0,0,0,0,"ARI","1",1,"DEF",2014,5,148,72,195,"1991-09-03",4.59,6.94,10,122,71,195,4.38,40.5,1,27,26.4438657407407
"Tre Boston","Arizona Cardinals","crd",2018,16,3,2,"shoulder chest",7,9,0,1,1,0,0,0,0,0,"ARI","1",2,"DEF",2014,4,128,73,205,"1992-06-25",4.58,7.04,18,116,72,204,4.31,35,0,26,27.0435353724901
"Deone Bucannon","Arizona Cardinals","crd",2018,16,4,3,"chest",11,14,0,0,1,0,0,0,0,0,"ARI","1",1,"DEF",2014,1,27,73,211,"1992-08-30",4.49,6.96,19,125,73,211,4.26,36.5,1,26,27.8350534809533
"Josh Bynes","Arizona Cardinals","crd",2018,16,5,5,"thumb",12,16,0,0,0,0,0,1,0,0,"ARI","1",1,"DEF",NA,NA,NA,73,240,"1989-08-24",NA,NA,NA,NA,NA,NA,NA,NA,1,29,31.660724338525
"Korey Cunningham","Arizona Cardinals","crd",2018,16,1,1,"foot",16,16,0,0,0,0,0,0,0,1,"ARI","1",1,"OL",2018,7,254,78,305,"1995-05-17",NA,NA,NA,NA,NA,NA,NA,NA,1,23,35.2424391847469
"Phil Dawson","Arizona Cardinals","crd",2018,16,8,6,"righthip hip",8,16,0,0,0,2,0,0,0,0,"ARI","1",2,"K",NA,NA,NA,71,200,"1975-01-23",NA,NA,NA,NA,NA,NA,NA,NA,0,43,27.8912914104344
"Chase Edmonds","Arizona Cardinals","crd",2018,16,1,0,"back",6,6,0,0,1,0,0,0,0,0,"ARI","1",1,"RB",2018,4,134,69,210,"1996-04-13",4.55,6.79,19,122,69,205,4.07,34,0,22,31.0081915563957
"Larry Fitzgerald","Arizona Cardinals","crd",2018,16,3,0,"hamstring",3,5,0,0,0,0,0,0,1,0,"ARI","1",1,"WR",2004,1,3,75,218,"1983-08-31",4.48,NA,NA,NA,75,225,NA,NA,1,35,27.2451555555556
"Dennis Gardeck","Arizona Cardinals","crd",2018,16,1,0,"ankle",3,3,0,0,0,0,0,0,0,1,"ARI","1",1,"DEF",NA,NA,NA,72,232,"1994-08-09",NA,NA,NA,NA,NA,NA,NA,NA,0,24,31.4614197530864
"Markus Golden","Arizona Cardinals","crd",2018,16,7,5,"knee  ankle",1,16,0,0,0,0,0,0,1,1,"ARI","1",2,"OL",2015,2,58,75,260,"1991-03-13",4.9,NA,NA,NA,74,260,NA,NA,1,27,32.4942222222222
"Jermaine Gresham","Arizona Cardinals","crd",2018,16,6,3,"achilles  heel back",1,16,0,0,1,0,0,0,0,2,"ARI","1",3,"TE",2010,1,21,77,260,"1988-06-16",4.66,7.07,20,113,77,261,4.53,35,1,30,30.828132906055
"Rodney Gunter","Arizona Cardinals","crd",2018,16,2,0,"notinjuryrelated foot",10,15,0,0,0,0,0,0,0,1,"ARI","1",1,"DEF",2015,4,116,77,305,"1992-01-19",NA,NA,NA,NA,NA,NA,NA,NA,1,26,36.1637712936414
"Will Holden","Arizona Cardinals","crd",2018,16,1,0,"shoulder",15,15,0,1,0,0,0,0,0,0,"ARI","1",1,"OL",2017,5,157,79,312,"1993-09-14",5.47,7.71,23,111,79,311,4.72,28,1,25,35.1443678897613
"D.J. Humphries","Arizona Cardinals","crd",2018,16,8,7,"knee",6,16,0,0,0,0,0,0,1,0,"ARI","1",1,"OL",2015,1,24,77,307,"1993-12-28",5.12,7.87,26,104,77,307,4.64,31,1,24,36.4009107775342
"Mike Iupati","Arizona Cardinals","crd",2018,16,10,6,"shoulder back knee",6,16,0,1,1,0,0,0,1,0,"ARI","1",3,"OL",2010,1,17,77,331,"1987-05-12",5.24,7.85,27,92,77,331,4.93,27.5,1,31,39.2465845842469
"Christian Kirk","Arizona Cardinals","crd",2018,16,4,4,"foot",13,16,0,0,0,0,0,0,0,1,"ARI","1",1,"WR",2018,2,47,71,200,"1996-11-18",4.47,7.09,20,115,70,201,4.45,35.5,1,22,27.8912914104344
"T.J. Logan","Arizona Cardinals","crd",2018,16,1,1,"ankle",1,1,0,0,0,0,0,0,0,1,"ARI","1",1,"RB",2017,5,179,71,195,"1994-09-03",4.37,NA,17,121,69,196,NA,33.5,0,24,27.1940091251736
"Benson Mayowa","Arizona Cardinals","crd",2018,16,1,1,"back",16,16,0,0,1,0,0,0,0,0,"ARI","1",1,"DEF",NA,NA,NA,75,252,"1991-08-03",NA,NA,NA,NA,NA,NA,NA,NA,1,27,31.4944
"Robert Nkemdiche","Arizona Cardinals","crd",2018,16,10,6,"foot  knee calf",1,16,0,0,0,0,0,0,2,1,"ARI","1",3,"DEF",2016,1,29,75,296,"1994-09-19",4.87,NA,28,116,75,294,NA,35,0,24,36.9934222222222
"Corey Peters","Arizona Cardinals","crd",2018,16,5,1,"elbow ankle heel",4,11,0,0,0,0,1,0,0,2,"ARI","1",3,"DEF",2010,3,83,75,335,"1988-06-08",4.98,7.56,NA,98,75,300,4.76,33,1,30,41.8675555555556
"John Phillips","Arizona Cardinals","crd",2018,16,1,0,"knee",11,11,0,0,0,0,0,0,1,0,"ARI","1",1,"TE",2009,6,208,77,251,"1987-06-11",4.78,6.84,20,112,77,251,4.27,33.5,1,31,29.7610052285377
"Olsen Pierre","Arizona Cardinals","crd",2018,16,9,6,"toe  ankle knee",1,16,0,0,0,0,0,0,1,2,"ARI","1",3,"DEF",NA,NA,NA,77,293,"1991-08-27",NA,NA,NA,NA,NA,NA,NA,NA,0,27,34.740934390285
"Justin Pugh","Arizona Cardinals","crd",2018,16,10,9,"hand knee",7,16,0,0,0,0,0,1,1,0,"ARI","1",2,"OL",2013,1,19,77,311,"1990-08-15",5.12,7.45,NA,103,76,307,4.63,28.5,1,28,36.8751897453196
"Haason Reddick","Arizona Cardinals","crd",2018,16,2,0,"ankle neck",2,12,1,0,0,0,0,0,0,1,"ARI","1",2,"OL",2017,1,13,73,235,"1994-09-22",4.52,7.01,24,133,73,237,4.37,36.5,1,24,31.0011259148058
"Ricky Seals-Jones","Arizona Cardinals","crd",2018,16,2,1,"illness shoulder",15,16,0,1,0,0,0,0,0,0,"ARI","1",1,"WR",NA,NA,NA,77,243,"1995-03-15",4.69,7.46,17,121,77,243,4.33,28,0,23,28.8124472929668
"Andre Smith","Arizona Cardinals","crd",2018,16,4,3,"elbow hamstring",2,6,0,0,0,0,1,0,1,0,"ARI","1",2,"OL",2009,1,6,79,335,"1987-01-25",5.28,NA,NA,NA,76,332,NA,NA,1,31,37.7351385995834
"Jamar Taylor","Arizona Cardinals","crd",2018,16,2,0,"back",5,7,0,0,1,0,0,0,0,0,"ARI","1",1,"DEF",2013,2,54,71,192,"1990-09-29",4.39,6.82,22,127,71,192,4.06,35,0,28,26.7756397540171
"Jeremy Vujnovich","Arizona Cardinals","crd",2018,16,8,7,"hamstring",7,16,0,0,0,0,0,0,1,0,"ARI","1",1,"OL",NA,NA,NA,77,300,"1990-10-12",NA,NA,NA,NA,NA,NA,NA,NA,1,28,35.5709225839096
"John Wetzel","Arizona Cardinals","crd",2018,16,9,8,"shoulder neck",5,16,1,1,0,0,0,0,0,0,"ARI","1",2,"OL",NA,NA,NA,79,328,"1991-07-18",5.46,7.9,22,105,79,315,4.81,25,1,27,36.9466431661593
"Chad Williams","Arizona Cardinals","crd",2018,16,6,6,"ankle hamstring",9,14,0,0,0,0,0,0,1,1,"ARI","1",2,"WR",2017,3,98,74,204,"1994-10-19",NA,NA,NA,NA,NA,NA,NA,NA,1,24,26.1891891891892
"Robert Alford","Atlanta Falcons","atl",2018,16,1,1,"ankle",8,8,0,0,0,0,0,0,0,1,"ATL","1",1,"DEF",2013,2,60,70,186,"1988-10-31",4.39,6.89,17,132,70,188,4.23,40,1,30,26.685306122449
"Ricardo Allen","Atlanta Falcons","atl",2018,16,13,13,"achilles",4,16,0,0,0,0,0,0,0,1,"ATL","1",1,"DEF",2014,5,147,69,186,"1991-12-18",4.61,NA,13,117,69,187,4.15,35.5,1,26,27.4643982356648
"Justin Bethel","Atlanta Falcons","atl",2018,16,2,2,"knee",4,5,0,0,0,0,0,0,1,0,"ATL","1",1,"DEF",2012,6,177,72,200,"1990-06-17",4.52,6.79,19,131,72,200,4.3,39.5,0,28,27.1219135802469
"Matt Bryant","Atlanta Falcons","atl",2018,16,4,3,"righthamstring back",7,13,0,0,1,0,0,0,1,0,"ATL","1",2,"K",NA,NA,NA,69,203,"1975-05-29",NA,NA,NA,NA,NA,NA,NA,NA,0,43,29.9745851711825
"Devonta Freeman","Atlanta Falcons","atl",2018,16,14,14,"knee foot",2,16,0,0,0,0,0,0,1,1,"ATL","1",2,"RB",2014,4,103,68,206,"1992-03-15",4.58,7.11,NA,118,68,206,4.26,31.5,1,26,31.3187716262976
"Brandon Fusco","Atlanta Falcons","atl",2018,16,9,9,"ankle",8,16,0,0,0,0,0,0,0,1,"ATL","1",1,"OL",2011,6,172,76,306,"1988-07-26",5.18,7.29,26,108,76,306,4.43,28.5,1,30,37.2434210526316
"Russell Gage","Atlanta Falcons","atl",2018,16,1,1,"knee",2,2,0,0,0,0,0,0,1,0,"ATL","1",1,"WR",2018,6,194,72,184,"1996-01-22",NA,NA,NA,NA,NA,NA,NA,NA,0,22,24.9521604938272
"Ben Garland","Atlanta Falcons","atl",2018,16,2,2,"calf",1,2,0,0,0,0,0,0,1,0,"ATL","1",1,"DEF",NA,NA,NA,77,308,"1988-04-06",NA,NA,NA,NA,NA,NA,NA,NA,0,30,36.5194805194805
"Josh Harris","Atlanta Falcons","atl",2018,16,5,5,"hip  knee",1,16,0,0,0,1,0,0,1,0,"ATL","1",2,"OL",NA,NA,NA,73,224,"1989-04-27",4.82,NA,15,NA,73,252,NA,NA,0,29,29.5500093826234
"Grady Jarrett","Atlanta Falcons","atl",2018,16,2,2,"ankle",5,6,0,0,0,0,0,0,0,1,"ATL","1",1,"DEF",2015,5,137,72,305,"1993-04-28",5.06,7.37,30,112,73,304,4.56,31,1,25,41.3609182098765
"Deion Jones","Atlanta Falcons","atl",2018,16,10,10,"foot",2,11,0,0,0,0,0,0,0,1,"ATL","1",1,"OL",2016,2,52,73,227,"1994-11-04",4.59,NA,NA,120,73,222,NA,33,1,24,29.9457684368549
"Julio Jones","Atlanta Falcons","atl",2018,16,1,0,"hip",15,15,0,0,0,1,0,0,0,0,"ATL","1",1,"WR",2011,1,6,75,220,"1989-02-08",4.34,6.66,17,135,75,220,4.25,38.5,1,29,27.4951111111111
"Andy Levitre","Atlanta Falcons","atl",2018,16,14,14,"tricep",3,16,0,0,0,0,1,0,0,0,"ATL","1",1,"OL",2009,2,51,74,303,"1986-05-15",5.33,0,23,103,75,305,4.52,30.5,1,32,38.8986486486486
"Terrell McClain","Atlanta Falcons","atl",2018,16,1,1,"toe",14,14,0,0,0,0,0,0,0,1,"ATL","1",1,"DEF",2011,3,65,74,300,"1988-07-20",4.98,7.48,29,104,74,297,4.56,28,0,30,38.5135135135135
"Takkarist McKinley","Atlanta Falcons","atl",2018,16,1,1,"groin",3,3,0,0,0,0,0,0,1,0,"ATL","1",1,"OL",2017,1,26,74,260,"1995-11-02",4.59,7.48,24,122,74,250,4.62,33,0,23,33.3783783783784
"Keanu Neal","Atlanta Falcons","atl",2018,16,15,15,"knee",2,16,0,0,0,0,0,0,1,0,"ATL","1",1,"DEF",2016,1,17,72,211,"1995-07-26",4.62,7.09,17,132,72,211,4.38,38,1,23,28.6136188271605
"Corey Nelson","Atlanta Falcons","atl",2018,16,1,1,"calf",3,3,0,0,0,0,0,0,1,0,"ATL","1",1,"OL",2014,7,242,73,226,"1992-04-22",NA,NA,NA,NA,NA,NA,NA,NA,0,26,29.8138487521111
"Logan Paulsen","Atlanta Falcons","atl",2018,16,1,1,"knee",13,13,0,0,0,0,0,0,1,0,"ATL","1",1,"TE",NA,NA,NA,77,268,"1987-02-26",NA,NA,NA,NA,NA,NA,NA,NA,0,31,31.7766908416259
"Wes Schweitzer","Atlanta Falcons","atl",2018,16,1,1,"back",16,16,0,0,1,0,0,0,0,0,"ATL","1",1,"OL",2016,6,195,76,300,"1993-09-11",NA,NA,NA,NA,NA,NA,NA,NA,1,25,36.5131578947368
"Derrick Shelby","Atlanta Falcons","atl",2018,16,10,9,"groin",3,16,0,0,0,0,0,0,1,0,"ATL","1",1,"DEF",NA,NA,NA,74,280,"1989-03-04",4.87,7.09,26,116,75,266,4.5,35.5,1,29,35.9459459459459
"Ito Smith","Atlanta Falcons","atl",2018,16,2,2,"knee",15,16,0,0,0,0,0,0,1,0,"ATL","1",1,"RB",2018,4,126,69,195,"1995-09-11",NA,NA,NA,NA,NA,NA,NA,NA,0,23,28.7933207309389
"Blidi Wreh-Wilson","Atlanta Falcons","atl",2018,16,1,1,"shoulder",1,1,0,1,0,0,0,0,0,0,"ATL","1",1,"DEF",2013,3,70,73,190,"1989-12-05",4.53,6.97,14,128,73,195,4.12,36,0,29,25.0647401013323
"Anthony Averett","Baltimore Ravens","rav",2018,16,6,5,"hamstring",3,8,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2018,4,118,71,178,"1994-11-30",4.36,6.93,13,119,72,185,4.4,31.5,0,24,24.8232493552866
"Nick Boyle","Baltimore Ravens","rav",2018,16,1,0,"concussion",15,15,1,0,0,0,0,0,0,0,"BAL","1",1,"TE",2015,5,171,76,270,"1993-02-17",5.04,7.13,20,112,76,268,4.23,30.5,0,25,32.8618421052632
"Bradley Bozeman","Baltimore Ravens","rav",2018,16,2,2,"calf",8,9,0,0,0,0,0,0,1,0,"BAL","1",1,"OL",2018,6,215,77,325,"1994-11-24",NA,NA,NA,NA,NA,NA,NA,NA,0,24,38.5351661325687
"John Brown","Baltimore Ravens","rav",2018,16,1,0,"hamstring",16,16,0,0,0,0,0,0,1,0,"BAL","1",1,"WR",2014,3,91,71,178,"1990-04-03",4.34,6.91,NA,119,70,179,4.12,36.5,1,28,24.8232493552866
"Maurice Canady","Baltimore Ravens","rav",2018,16,10,9,"thigh",1,10,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2016,6,209,73,193,"1994-05-26",4.49,7.03,16,124,73,193,4.09,38,0,24,25.4604991555639
"Brandon Carr","Baltimore Ravens","rav",2018,16,3,0,"knee",4,6,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2008,5,140,72,210,"1986-05-19",NA,NA,NA,NA,NA,NA,NA,NA,1,32,28.4780092592593
"Alex Collins","Baltimore Ravens","rav",2018,16,7,6,"foot",9,16,0,0,0,0,0,0,0,1,"BAL","1",1,"RB",2016,5,171,70,210,"1994-08-26",4.59,NA,18,113,70,217,NA,28.5,1,24,30.1285714285714
"Kenneth Dixon","Baltimore Ravens","rav",2018,16,10,10,"knee",2,11,0,0,0,0,0,0,1,0,"BAL","1",1,"RB",2016,4,134,70,228,"1994-01-21",4.56,6.97,18,121,70,215,4.28,37.5,0,24,32.7110204081633
"Gus Edwards","Baltimore Ravens","rav",2018,16,1,0,"ankle",12,12,0,0,0,0,0,0,0,1,"BAL","1",1,"RB",NA,NA,NA,73,238,"1995-04-13",NA,NA,NA,NA,NA,NA,NA,NA,1,23,31.3968849690373
"Joe Flacco","Baltimore Ravens","rav",2018,16,5,5,"righthip hip",10,14,0,0,0,2,0,0,0,0,"BAL","1",2,"QB",2008,1,18,78,245,"1985-01-16",4.84,6.82,NA,110,78,236,4.27,28.5,1,33,28.3095003287311
"Janarion Grant","Baltimore Ravens","rav",2018,16,1,0,"hand",2,2,0,0,0,0,0,1,0,0,"BAL","1",1,"WR",NA,NA,NA,70,173,"1993-11-20",NA,NA,NA,NA,NA,NA,NA,NA,0,25,24.8202040816327
"Willie Henry","Baltimore Ravens","rav",2018,16,14,13,"abdomen  back",1,16,0,0,2,0,0,0,0,0,"BAL","1",2,"DEF",2016,4,132,75,291,"1994-03-20",5,7.57,28,110,75,303,4.53,30.5,0,24,36.3685333333333
"Marlon Humphrey","Baltimore Ravens","rav",2018,16,5,2,"thigh groin",7,14,0,0,0,0,0,0,2,0,"BAL","1",2,"DEF",2017,1,16,72,197,"1996-07-08",4.41,6.75,10,125,72,197,NA,NA,1,22,26.7150848765432
"Hayden Hurst","Baltimore Ravens","rav",2018,16,5,4,"foot",1,5,0,0,0,0,0,0,0,1,"BAL","1",1,"TE",2018,1,25,76,260,"1993-08-24",4.67,7.19,NA,120,76,250,4.37,31.5,0,25,31.6447368421053
"James Hurst","Baltimore Ravens","rav",2018,16,7,6,"back",7,13,0,0,1,0,0,0,0,0,"BAL","1",1,"OL",NA,NA,NA,77,310,"1991-12-17",5.59,NA,NA,NA,77,296,NA,NA,1,26,36.7566200033732
"Tony Jefferson","Baltimore Ravens","rav",2018,16,5,2,"hamstring thigh ankle",9,14,0,0,0,0,0,0,2,1,"BAL","1",3,"DEF",NA,NA,NA,71,211,"1992-01-27",4.75,NA,16,NA,71,213,NA,NA,1,26,29.4253124380083
"Matt Judon","Baltimore Ravens","rav",2018,16,2,0,"hamstring knee",3,15,0,0,0,0,0,0,2,0,"BAL","1",2,"DEF",2016,5,146,75,275,"1992-08-15",4.73,7.67,30,109,75,275,4.52,35,0,26,34.3688888888889
"Anthony Levine","Baltimore Ravens","rav",2018,16,11,0,"hamstring ankle toe",4,16,0,0,0,0,0,0,1,2,"BAL","1",3,"DEF",NA,NA,NA,71,207,"1987-03-27",NA,NA,NA,NA,NA,NA,NA,NA,0,31,28.8674866097996
"Alex Lewis","Baltimore Ravens","rav",2018,16,9,6,"shoulder neck",5,16,1,1,0,0,0,0,0,0,"BAL","1",2,"OL",2016,4,130,78,305,"1992-04-21",5.22,7.94,27,100,78,312,4.72,29.5,1,26,35.2424391847469
"C.J. Mosley","Baltimore Ravens","rav",2018,16,3,1,"knee thigh",3,9,0,0,0,0,0,0,2,0,"BAL","1",2,"DEF",2014,1,17,74,250,"1992-06-19",4.65,7.3,NA,118,74,234,4.4,35,1,26,32.0945945945946
"Michael Pierce","Baltimore Ravens","rav",2018,16,4,2,"foot",3,6,0,0,0,0,0,0,0,1,"BAL","1",1,"DEF",NA,NA,NA,72,340,"1992-11-06",NA,NA,NA,NA,NA,NA,NA,NA,0,26,46.1072530864198
"Jimmy Smith","Baltimore Ravens","rav",2018,16,1,0,"groin",8,8,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2011,1,27,74,210,"1988-07-26",4.42,6.93,24,123,74,211,4.06,36,1,30,26.9594594594595
"Za'Darius Smith","Baltimore Ravens","rav",2018,16,1,0,"hamstring",5,5,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2015,4,122,76,272,"1992-09-08",4.83,7.42,23,113,76,274,4.66,29,1,26,33.1052631578947
"Ronnie Stanley","Baltimore Ravens","rav",2018,16,4,1,"elbow foot ankle",3,10,0,0,0,0,1,0,0,2,"BAL","1",3,"OL",2016,1,6,78,315,"1994-03-18",5.2,8.03,NA,NA,78,312,4.9,28.5,1,24,36.3979289940828
"Terrell Suggs","Baltimore Ravens","rav",2018,16,2,0,"knee hamstring",4,16,0,0,0,0,0,0,2,0,"BAL","1",2,"DEF",2003,1,10,75,265,"1982-10-11",4.84,NA,NA,NA,75,262,NA,NA,1,36,33.1191111111111
"De'Lance Turner","Baltimore Ravens","rav",2018,16,11,11,"hamstring",6,16,0,0,0,0,0,0,1,0,"BAL","1",1,"RB",NA,NA,NA,71,214,"1995-08-23",NA,NA,NA,NA,NA,NA,NA,NA,0,23,29.8436818091648
"Tim Williams","Baltimore Ravens","rav",2018,16,8,7,"hamstring ankle illness",5,14,0,0,0,0,0,0,1,1,"BAL","1",2,"OL",2017,3,78,75,252,"1993-11-12",4.68,7.36,NA,124,75,244,4.57,33.5,0,25,31.4944
